churn_probability,actual_churn,top_risk_factors,tenure,MonthlyCharges,TotalCharges,Contract,InternetService,risk_tier,expected_remaining_months,CLV,priority_score,priority_rank
0.679088,0,"charge_per_service, PaymentMethod_Electronic check, StreamingTV_Yes",1,25.15,25.15,Month-to-month,DSL,MEDIUM,31.421786120591584,790.26,536.66,166
0.62169206,0,"num_services, charge_per_service, PaymentMethod_Electronic check",23,90.45,2117.25,Month-to-month,Fiber optic,MEDIUM,9.421786120591584,852.2,529.81,167
0.22265449,1,"StreamingTV_Yes, charge_per_service, PaymentMethod_Electronic check",1,75.3,75.3,Month-to-month,Fiber optic,LOW,31.421786120591584,2366.06,526.81,168
0.32721546,1,"StreamingTV_Yes, charge_per_service, DeviceProtection_Yes",14,87.25,1258.6,Month-to-month,Fiber optic,LOW,18.421786120591584,1607.3,525.93,169
0.57818496,0,"num_services, charge_per_service, tenure",16,54.1,889.0,Month-to-month,DSL,MEDIUM,16.421786120591584,888.42,513.67,170
0.8740957,1,"charge_per_service, StreamingTV_Yes, PaymentMethod_Electronic check",22,56.25,1292.2,One year,DSL,HIGH,10.421786120591584,586.23,512.42,171
0.9169835,1,"charge_per_service, StreamingTV_Yes, StreamingMovies_Yes",5,20.1,85.1,One year,No,HIGH,27.421786120591584,551.18,505.42,172
0.3072555,0,"num_services, MonthlyCharges, PaymentMethod_Electronic check",3,54.7,169.45,Month-to-month,DSL,LOW,29.421786120591584,1609.37,494.49,173
0.870929,0,"PaymentMethod_Electronic check, StreamingTV_Yes, num_services",25,75.5,1901.05,Month-to-month,Fiber optic,HIGH,7.421786120591584,560.34,488.02,174
0.17193115,0,"PaymentMethod_Electronic check, num_services, StreamingMovies_Yes",1,89.9,89.9,Month-to-month,Fiber optic,LOW,31.421786120591584,2824.82,485.67,175
0.30290952,0,"PaymentMethod_Electronic check, PaymentMethod_Credit card (automatic), charge_per_service",1,50.8,50.8,Month-to-month,DSL,LOW,31.421786120591584,1596.23,483.51,176
0.32239798,0,"PaymentMethod_Electronic check, charge_per_service, MonthlyCharges",2,49.25,91.1,Month-to-month,DSL,LOW,30.421786120591584,1498.27,483.04,177
0.77006584,0,"charge_per_service, num_services, PaymentMethod_Electronic check",1,19.9,19.9,Month-to-month,No,HIGH,31.421786120591584,625.29,481.51,178
0.18988448,1,"StreamingTV_Yes, num_services, TotalCharges",3,85.7,256.75,Month-to-month,Fiber optic,LOW,29.421786120591584,2521.45,478.78,179
0.20856047,0,"charge_per_service, num_services, PaymentMethod_Electronic check",4,80.25,303.7,Month-to-month,Fiber optic,LOW,28.421786120591584,2280.85,475.7,180
0.77991325,1,"charge_per_service, tenure, PaymentMethod_Electronic check",27,110.5,2857.6,One year,Fiber optic,HIGH,5.421786120591584,599.11,467.25,181
0.894445,1,"StreamingTV_Yes, StreamingMovies_Yes, PaymentMethod_Electronic check",6,19.7,113.5,Month-to-month,No,HIGH,26.421786120591584,520.51,465.57,182
0.38841227,0,"PaymentMethod_Electronic check, charge_per_service, StreamingMovies_Yes",12,58.35,740.55,Month-to-month,DSL,LOW,20.421786120591584,1191.61,462.84,183
0.8774134,1,"tenure, DeviceProtection_Yes, PaymentMethod_Electronic check",26,80.7,2193.0,Month-to-month,Fiber optic,HIGH,6.421786120591584,518.24,454.71,184
0.44840723,1,"PaymentMethod_Electronic check, StreamingTV_Yes, OnlineBackup_Yes",12,49.4,611.65,Month-to-month,DSL,MEDIUM,20.421786120591584,1008.84,452.37,185
0.261228,1,"StreamingTV_Yes, PaymentMethod_Electronic check, StreamingMovies_Yes",3,58.7,168.6,Month-to-month,DSL,LOW,29.421786120591584,1727.06,451.16,186
0.9045673,0,"PaymentMethod_Electronic check, OnlineBackup_Yes, charge_per_service",9,21.25,204.55,Month-to-month,No,HIGH,23.421786120591584,497.71,450.21,187
0.5772752,0,"StreamingMovies_Yes, num_services, DeviceProtection_Yes",1,24.6,24.6,Month-to-month,DSL,MEDIUM,31.421786120591584,772.98,446.22,188
0.7235729,0,"num_services, PaymentMethod_Electronic check, tenure",2,20.0,38.0,Month-to-month,No,HIGH,30.421786120591584,608.44,440.25,189
0.2473668,0,"StreamingMovies_Yes, StreamingTV_Yes, MonthlyCharges",7,69.55,521.35,Month-to-month,Fiber optic,LOW,25.421786120591584,1768.09,437.37,190
0.7857573,0,"charge_per_service, num_services, PaymentMethod_Electronic check",5,20.2,83.75,Month-to-month,No,HIGH,27.421786120591584,553.92,435.25,191
0.8537685,0,"charge_per_service, StreamingTV_Yes, OnlineBackup_Yes",7,20.0,137.6,Month-to-month,No,HIGH,25.421786120591584,508.44,434.09,192
0.47262505,0,"PaymentMethod_Electronic check, OnlineBackup_Yes, StreamingTV_Yes",23,95.3,2192.9,Month-to-month,Fiber optic,MEDIUM,9.421786120591584,897.9,424.37,193
0.6441877,1,"charge_per_service, tenure, StreamingTV_Yes",1,20.75,20.75,Month-to-month,No,MEDIUM,31.421786120591584,652.0,420.01,194
0.17229049,1,"tenure, num_services, TotalCharges",8,99.65,820.5,Month-to-month,Fiber optic,LOW,24.421786120591584,2433.63,419.29,195
0.892002,1,"StreamingMovies_Yes, DeviceProtection_Yes, StreamingTV_Yes",28,104.8,3046.05,Month-to-month,Fiber optic,HIGH,4.421786120591584,463.4,413.35,196
0.28992873,0,"num_services, OnlineBackup_Yes, DeviceProtection_Yes",1,45.3,45.3,Month-to-month,DSL,LOW,31.421786120591584,1423.41,412.69,197
0.6013141,1,"DeviceProtection_Yes, num_services, PaymentMethod_Electronic check",12,33.6,435.45,One year,DSL,MEDIUM,20.421786120591584,686.17,412.6,198
0.8893761,0,"num_services, DeviceProtection_Yes, OnlineBackup_Yes",9,19.5,178.85,Month-to-month,No,HIGH,23.421786120591584,456.72,406.2,199
0.65744305,0,"StreamingTV_Yes, tenure, num_services",1,19.65,19.65,Month-to-month,No,MEDIUM,31.421786120591584,617.44,405.93,200
0.77844465,0,"tenure, num_services, PaymentMethod_Electronic check",27,95.6,2595.25,Month-to-month,Fiber optic,HIGH,5.421786120591584,518.32,403.48,201
0.65387267,0,"num_services, PaymentMethod_Electronic check, tenure",1,19.6,19.6,Month-to-month,No,MEDIUM,31.421786120591584,615.87,402.7,202
0.62655485,1,"PaymentMethod_Electronic check, StreamingTV_Yes, StreamingMovies_Yes",1,20.4,20.4,Month-to-month,No,MEDIUM,31.421786120591584,641.0,401.62,203
0.643464,0,"PaymentMethod_Electronic check, OnlineBackup_Yes, charge_per_service",1,19.55,19.55,Month-to-month,No,MEDIUM,31.421786120591584,614.3,395.28,204
0.688985,0,"tenure, charge_per_service, PaymentMethod_Electronic check",27,104.65,2964.0,One year,Fiber optic,MEDIUM,5.421786120591584,567.39,390.92,205
0.1893518,0,"StreamingTV_Yes, PaymentMethod_Electronic check, StreamingMovies_Yes",3,70.15,194.2,Month-to-month,Fiber optic,LOW,29.421786120591584,2063.94,390.81,206
0.1746099,1,"charge_per_service, tenure, PaymentMethod_Electronic check",11,104.05,1133.65,Month-to-month,Fiber optic,LOW,21.421786120591584,2228.94,389.19,207
0.5835848,0,"tenure, PaymentMethod_Electronic check, StreamingMovies_Yes",5,24.3,100.2,Month-to-month,DSL,MEDIUM,27.421786120591584,666.35,388.87,208
0.607382,0,"charge_per_service, DeviceProtection_Yes, OnlineBackup_Yes",1,20.2,20.2,Month-to-month,No,MEDIUM,31.421786120591584,634.72,385.52,209
0.27796295,1,"DeviceProtection_Yes, num_services, tenure",18,95.15,1779.95,Month-to-month,Fiber optic,LOW,14.421786120591584,1372.23,381.43,210
0.8890239,1,"charge_per_service, StreamingMovies_Yes, PaymentMethod_Electronic check",27,78.05,2135.5,Month-to-month,Fiber optic,HIGH,5.421786120591584,423.17,376.21,211
0.7685562,1,"tenure, DeviceProtection_Yes, StreamingTV_Yes",21,41.9,840.1,Month-to-month,DSL,HIGH,11.421786120591584,478.57,367.81,212
0.38210592,0,"tenure, PaymentMethod_Electronic check, StreamingMovies_Yes",11,44.05,483.7,Month-to-month,DSL,LOW,21.421786120591584,943.63,360.57,213
0.78293324,1,"StreamingTV_Yes, TotalCharges, DeviceProtection_Yes",27,84.8,2309.55,Month-to-month,DSL,HIGH,5.421786120591584,459.77,359.97,214
0.8227965,1,"tenure, num_services, PaymentMethod_Electronic check",25,58.6,1502.65,Month-to-month,DSL,HIGH,7.421786120591584,434.92,357.85,215
0.25387457,1,"PaymentMethod_Electronic check, OnlineBackup_Yes, num_services",1,44.4,44.4,Month-to-month,DSL,LOW,31.421786120591584,1395.13,354.19,216
0.14612271,1,"PaymentMethod_Electronic check, StreamingTV_Yes, tenure",7,95.0,655.5,Month-to-month,Fiber optic,LOW,25.421786120591584,2415.07,352.9,217
0.14772226,1,"num_services, PaymentMethod_Electronic check, Contract_Two year",6,89.35,567.8,Month-to-month,Fiber optic,LOW,26.421786120591584,2360.79,348.74,218
0.91932046,0,"tenure, charge_per_service, num_services",13,19.45,270.2,One year,No,HIGH,19.421786120591584,377.75,347.27,219
0.22282594,0,"charge_per_service, PaymentMethod_Electronic check, tenure",1,49.5,49.5,Month-to-month,DSL,LOW,31.421786120591584,1555.38,346.58,220
0.15149896,0,"charge_per_service, num_services, MonthlyCharges",3,76.95,228.4,Month-to-month,Fiber optic,LOW,29.421786120591584,2264.01,343.0,221
0.73904276,1,"charge_per_service, PaymentMethod_Electronic check, StreamingTV_Yes",27,85.2,2151.6,Month-to-month,Fiber optic,HIGH,5.421786120591584,461.94,341.39,222
0.117369995,0,"charge_per_service, MonthlyCharges, PaymentMethod_Electronic check",2,94.2,167.5,Month-to-month,Fiber optic,LOW,30.421786120591584,2865.73,336.35,223
0.24085262,0,"charge_per_service, PaymentMethod_Electronic check, num_services",11,65.15,723.35,Month-to-month,DSL,LOW,21.421786120591584,1395.63,336.14,224
0.31312546,0,"StreamingTV_Yes, num_services, OnlineSecurity_Yes",17,69.0,1149.65,Month-to-month,Fiber optic,LOW,15.421786120591584,1064.1,333.2,225
0.18650298,0,"num_services, Contract_Two year, MonthlyCharges",15,101.9,1667.25,One year,Fiber optic,LOW,17.421786120591584,1775.28,331.1,226
0.22255006,0,"StreamingMovies_Yes, PaymentMethod_Electronic check, charge_per_service",5,53.8,283.95,Month-to-month,DSL,LOW,27.421786120591584,1475.29,328.33,227
0.14450835,0,"charge_per_service, PaymentMethod_Electronic check, StreamingTV_Yes",6,85.35,489.45,Month-to-month,Fiber optic,LOW,26.421786120591584,2255.1,325.88,228
0.14825907,0,"PaymentMethod_Electronic check, PaymentMethod_Credit card (automatic), num_services",1,69.9,69.9,Month-to-month,Fiber optic,LOW,31.421786120591584,2196.38,325.63,229
0.51410747,0,"tenure, PaymentMethod_Electronic check, StreamingTV_Yes",1,20.15,20.15,Month-to-month,No,MEDIUM,31.421786120591584,633.15,325.51,230
0.52769226,0,"StreamingMovies_Yes, DeviceProtection_Yes, tenure",2,20.2,34.75,One year,No,MEDIUM,30.421786120591584,614.52,324.28,231
0.83321196,0,"tenure, TotalCharges, PaymentMethod_Electronic check",27,71.6,1957.1,Month-to-month,DSL,HIGH,5.421786120591584,388.2,323.45,232
0.84380186,0,"tenure, num_services, PaymentMethod_Electronic check",17,24.8,475.25,Month-to-month,No,HIGH,15.421786120591584,382.46,322.72,233
0.14936195,0,"num_services, tenure, StreamingTV_Yes",7,84.35,609.65,Month-to-month,Fiber optic,LOW,25.421786120591584,2144.33,320.28,234
0.20388883,1,"num_services, TotalCharges, charge_per_service",1,49.9,49.9,Month-to-month,DSL,LOW,31.421786120591584,1567.95,319.69,235
0.83775026,0,"PaymentMethod_Electronic check, StreamingMovies_Yes, StreamingTV_Yes",18,25.55,467.85,Month-to-month,DSL,HIGH,14.421786120591584,368.48,308.69,236
0.12944597,1,"StreamingTV_Yes, StreamingMovies_Yes, TotalCharges",1,74.7,74.7,Month-to-month,Fiber optic,LOW,31.421786120591584,2347.21,303.84,237
0.73370886,1,"tenure, StreamingMovies_Yes, PaymentMethod_Electronic check",28,92.9,2768.35,One year,Fiber optic,HIGH,4.421786120591584,410.78,301.39,238
0.83494455,0,"tenure, PaymentMethod_Electronic check, MonthlyCharges",27,66.15,1874.45,One year,DSL,HIGH,5.421786120591584,358.65,299.45,239
0.16491538,0,"PaymentMethod_Electronic check, tenure, PaymentMethod_Credit card (automatic)",3,60.25,170.5,Month-to-month,DSL,LOW,29.421786120591584,1772.66,292.34,240
0.41519788,0,"num_services, PaymentMethod_Electronic check, StreamingTV_Yes",24,83.15,2033.05,One year,Fiber optic,MEDIUM,8.421786120591584,700.27,290.75,241
0.31277516,1,"PaymentMethod_Electronic check, charge_per_service, StreamingTV_Yes",16,54.85,916.15,Two year,DSL,LOW,16.421786120591584,900.73,281.73,242
0.19702117,0,"num_services, tenure, OnlineBackup_Yes",4,50.05,179.35,Month-to-month,DSL,LOW,28.421786120591584,1422.51,280.26,243
0.20545214,1,"charge_per_service, PaymentMethod_Electronic check, tenure",2,44.3,89.3,Month-to-month,DSL,LOW,30.421786120591584,1347.69,276.89,244
0.5357586,0,"DeviceProtection_Yes, num_services, StreamingTV_Yes",25,69.5,1752.65,Month-to-month,DSL,MEDIUM,7.421786120591584,515.81,276.35,245
0.34577525,0,"PaymentMethod_Electronic check, StreamingTV_Yes, charge_per_service",23,84.25,1968.1,Month-to-month,Fiber optic,LOW,9.421786120591584,793.79,274.47,246
0.3324718,0,"PaymentMethod_Electronic check, charge_per_service, num_services",16,49.95,810.2,Month-to-month,DSL,LOW,16.421786120591584,820.27,272.72,247
0.5100403,1,"PaymentMethod_Electronic check, StreamingTV_Yes, StreamingMovies_Yes",5,19.45,86.05,Month-to-month,No,MEDIUM,27.421786120591584,533.35,272.03,248
0.463934,1,"PaymentMethod_Electronic check, StreamingMovies_Yes, PaymentMethod_Credit card (automatic)",2,19.25,48.35,Month-to-month,No,MEDIUM,30.421786120591584,585.62,271.69,249
0.40214384,1,"charge_per_service, StreamingMovies_Yes, OnlineBackup_Yes",5,24.3,132.25,Month-to-month,No,MEDIUM,27.421786120591584,666.35,267.97,250
0.4527659,0,"num_services, tenure, PaymentMethod_Electronic check",22,56.75,1304.85,Two year,DSL,MEDIUM,10.421786120591584,591.44,267.78,251
0.17283596,0,"PaymentMethod_Electronic check, charge_per_service, StreamingTV_Yes",1,49.3,49.3,Month-to-month,DSL,LOW,31.421786120591584,1549.09,267.74,252
0.36415356,0,"num_services, Contract_Two year, MonthlyCharges",3,24.6,86.35,Month-to-month,No,LOW,29.421786120591584,723.78,263.57,253
0.53900695,1,"num_services, PaymentMethod_Electronic check, StreamingMovies_Yes",8,20.0,141.6,Two year,No,MEDIUM,24.421786120591584,488.44,263.27,254
0.6383323,1,"charge_per_service, num_services, tenure",27,75.5,1893.95,Month-to-month,Fiber optic,MEDIUM,5.421786120591584,409.34,261.29,255
0.092503704,0,"PaymentMethod_Electronic check, StreamingMovies_Yes, StreamingTV_Yes",3,95.1,307.4,Month-to-month,Fiber optic,LOW,29.421786120591584,2798.01,258.83,256
0.4276826,0,"StreamingTV_Yes, num_services, PaymentMethod_Electronic check",2,19.65,38.8,Month-to-month,No,MEDIUM,30.421786120591584,597.79,255.66,257
0.32943872,0,"PaymentMethod_Electronic check, num_services, charge_per_service",10,34.55,362.6,Month-to-month,DSL,LOW,22.421786120591584,774.67,255.21,258
0.17103393,0,"charge_per_service, OnlineBackup_Yes, PaymentMethod_Electronic check",14,80.9,1152.8,Month-to-month,Fiber optic,LOW,18.421786120591584,1490.32,254.9,259
0.11455115,0,"StreamingTV_Yes, PaymentMethod_Electronic check, StreamingMovies_Yes",3,75.3,244.1,Month-to-month,DSL,LOW,29.421786120591584,2215.46,253.78,260
0.79235584,0,"tenure, num_services, PaymentMethod_Electronic check",17,20.65,330.6,One year,No,HIGH,15.421786120591584,318.46,252.33,261
0.77475256,0,"StreamingTV_Yes, StreamingMovies_Yes, PaymentMethod_Electronic check",26,50.35,1277.5,Month-to-month,DSL,HIGH,6.421786120591584,323.34,250.51,262
0.61921984,0,"PaymentMethod_Electronic check, tenure, StreamingTV_Yes",12,19.8,202.25,One year,No,MEDIUM,20.421786120591584,404.35,250.38,263
0.4301928,0,"PaymentMethod_Electronic check, charge_per_service, num_services",22,55.1,1253.15,Month-to-month,DSL,MEDIUM,10.421786120591584,574.24,247.03,264
0.1517723,0,"num_services, OnlineSecurity_Yes, PaymentMethod_Electronic check",2,53.45,119.5,Month-to-month,DSL,LOW,30.421786120591584,1626.04,246.79,265
0.18583608,1,"StreamingMovies_Yes, OnlineBackup_Yes, num_services",7,50.7,350.35,Month-to-month,DSL,LOW,25.421786120591584,1288.88,239.52,266
0.12916571,0,"StreamingTV_Yes, OnlineBackup_Yes, num_services",13,95.05,1290.0,Month-to-month,Fiber optic,LOW,19.421786120591584,1846.04,238.45,267
0.18396017,1,"StreamingTV_Yes, PaymentMethod_Electronic check, charge_per_service",15,74.4,1074.3,Month-to-month,Fiber optic,LOW,17.421786120591584,1296.18,238.45,267
0.21672261,0,"charge_per_service, num_services, PaymentMethod_Electronic check",8,44.55,343.45,Two year,DSL,LOW,24.421786120591584,1087.99,235.79,269
0.115793034,0,"StreamingTV_Yes, PaymentMethod_Electronic check, TotalCharges",4,70.9,273.0,Month-to-month,Fiber optic,LOW,28.421786120591584,2015.1,233.33,270
0.11210978,0,"charge_per_service, StreamingTV_Yes, tenure",5,75.6,402.5,Month-to-month,Fiber optic,LOW,27.421786120591584,2073.09,232.41,271
0.17084564,0,"num_services, tenure, PaymentMethod_Electronic check",2,44.6,80.55,Month-to-month,DSL,LOW,30.421786120591584,1356.81,231.81,272
0.104903705,0,"num_services, StreamingTV_Yes, PaymentMethod_Electronic check",5,80.0,412.5,Month-to-month,Fiber optic,LOW,27.421786120591584,2193.74,230.13,273
0.09622083,1,"num_services, PaymentMethod_Electronic check, StreamingMovies_Yes",9,100.5,918.6,Month-to-month,Fiber optic,LOW,23.421786120591584,2353.89,226.49,274
0.6923617,1,"tenure, PaymentMethod_Electronic check, StreamingTV_Yes",21,28.5,629.35,Month-to-month,DSL,MEDIUM,11.421786120591584,325.52,225.38,275
0.15994829,0,"PaymentMethod_Electronic check, Contract_Two year, PaymentMethod_Credit card (automatic)",1,44.7,44.7,Month-to-month,DSL,LOW,31.421786120591584,1404.55,224.66,276
0.08808587,0,"StreamingMovies_Yes, PaymentMethod_Electronic check, num_services",1,80.55,80.55,Month-to-month,Fiber optic,LOW,31.421786120591584,2531.02,222.95,277
0.15794893,0,"StreamingTV_Yes, tenure, PaymentMethod_Electronic check",10,62.25,612.95,Month-to-month,DSL,LOW,22.421786120591584,1395.76,220.46,278
0.49070838,1,"num_services, charge_per_service, PaymentMethod_Electronic check",11,20.9,202.3,Two year,No,MEDIUM,21.421786120591584,447.72,219.7,279
0.3617016,0,"charge_per_service, StreamingTV_Yes, TotalCharges",24,70.0,1732.6,Month-to-month,Fiber optic,LOW,8.421786120591584,589.53,213.23,280
0.11868554,0,"PaymentMethod_Electronic check, num_services, StreamingTV_Yes",10,79.85,887.35,Month-to-month,Fiber optic,LOW,22.421786120591584,1790.38,212.49,281
0.43412232,0,"charge_per_service, PaymentMethod_Electronic check, StreamingTV_Yes",8,19.95,170.9,Month-to-month,No,MEDIUM,24.421786120591584,487.21,211.51,282
0.45895278,1,"tenure, charge_per_service, OnlineBackup_Yes",10,20.35,176.3,One year,No,MEDIUM,22.421786120591584,456.28,209.41,283
0.15250774,0,"tenure, StreamingTV_Yes, PaymentMethod_Electronic check",2,44.95,85.15,Month-to-month,DSL,LOW,30.421786120591584,1367.46,208.55,284
0.16822067,1,"tenure, OnlineBackup_Yes, DeviceProtection_Yes",16,75.1,1212.85,Month-to-month,Fiber optic,LOW,16.421786120591584,1233.28,207.46,285
0.391829,0,"StreamingMovies_Yes, PaymentMethod_Electronic check, StreamingTV_Yes",26,81.95,2070.05,Month-to-month,Fiber optic,LOW,6.421786120591584,526.27,206.21,286
0.12536617,0,"StreamingTV_Yes, charge_per_service, num_services",1,52.2,52.2,Month-to-month,DSL,LOW,31.421786120591584,1640.22,205.63,287
0.12713534,0,"num_services, MonthlyCharges, Contract_Two year",12,78.95,927.35,Month-to-month,Fiber optic,LOW,20.421786120591584,1612.3,204.98,288
0.13647732,0,"tenure, PaymentMethod_Electronic check, StreamingTV_Yes",3,50.15,160.85,Month-to-month,DSL,LOW,29.421786120591584,1475.5,201.37,289
0.08434969,0,"charge_per_service, num_services, tenure",1,75.8,75.8,Month-to-month,Fiber optic,LOW,31.421786120591584,2381.77,200.9,290
0.769538,1,"DeviceProtection_Yes, StreamingTV_Yes, tenure",29,75.35,2243.9,One year,DSL,HIGH,3.421786120591584,257.83,198.41,291
0.18646796,0,"num_services, MonthlyCharges, DeviceProtection_Yes",2,34.7,62.25,Month-to-month,DSL,LOW,30.421786120591584,1055.64,196.84,292
0.3271771,1,"PaymentMethod_Electronic check, num_services, StreamingTV_Yes",4,20.85,62.9,Month-to-month,No,LOW,28.421786120591584,592.59,193.88,293
0.7932415,0,"tenure, PaymentMethod_Electronic check, PaymentMethod_Credit card (automatic)",28,54.3,1546.3,One year,DSL,HIGH,4.421786120591584,240.1,190.46,294
